profile_name,caption,tags,,,
yuipiii721,可愛いーー！！！﻿ゼブラ × マグネット 最強すぎ！いつも大満足！！ありがとう💜﻿﻿﻿@hassakiii @anyday_zoo,,,,
yuipiii721,最近小さめのシルバーピアス好き💜﻿﻿﻿11/19  20:00〜🛒﻿﻿,#silver925#silver925アクセサリー#silver925リング#シルバーアクセサリー#シルバーリング#シルバーネックレス#シルバーピアス#ピアス#perverz,,,
gracebelle,"Bridesmaids gift box blog post is now up! I always imagined how I can curate a cute “Will You Be My Bridesmaid?” gift when I got engaged. Curating pretty things is one of my favorite hobbies and I LOVE how this one came together. Most of the items are from World Market, Etsy and Amazon. To view each one, head to our gracebelle.com/blog.",,,,
gracebelle,"Tried the cutest brunch place this weekend in Scottsdale, AZ. Who’d like to come here? 😬🙋🏻‍♀️",,,,
gracebelle,Bridesmaids gift boxes now on the GraceBelle.com/blog ! ☺️😍,,,,
gracebelle,"Cutest new coffee shop in Costa Mesa, CA 😍 @lionandlambcoffee",,,,
gracebelle,Would you like to see coffee shop Reels? 🙃📍 @steelheadcoffee,,,,
gracebelle,"Accidentally stumbled across the cutest coffee shop in Anaheim Hills today! It’s called @bluetreeanaheimhills and it just opened a little over a week ago. Super friendly staff, delicious acai bowls and unique coffees. Everything is made with top ingredients and wellness focused. It’s a small business started by one amazing woman with big dreams! Let’s show some support by following them and visiting their space. Tag us if you take photos there so we can reshare 😌❤️",,,,
gracebelle,"We miss Big Sur, it was one of our favorite Grace Belle trips so when @mapiful reached out to collaborate we knew EXACTLY what location to pick. 😍 Although we can’t travel right now, we still wanted a little getaway do we setup a little relaxing area on our balcony.⠀⠀⠀⠀⠀⠀⠀⠀⠀We’ve been big fans of Mapiful for a long time (just look at their aesthetics) and they’re having a mother’s day sale right now with 50% OFF your 2nd PRINT! These make the best gifts, get one for you and one for your mom. 👯‍♂️⠀⠀⠀⠀⠀⠀⠀⠀⠀Share with us 3 things you love about your mum! ",#mapifulfamily,,,
gracebelle,Have you been able to take up any new hobbies recently? ⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀📷 @omceramic,,,,
gracebelle,Taking long walks during this time is a great way to get some fresh air! Where is your favorite place to go for a walk?⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀📷 @kristinmadeinc,,,,
gracebelle,April showers bring May flowers. What is your favorite type of flower?⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀📷 @breathofyouthclothing,,,,
gracebelle,"Even during this time, we can do things to keep us motivated so that we can continue to work toward our dreams! How are you staying motivated during this time?",,,,
gracebelle,Don't forget to treat your self during this time! What is your favorite treat?⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀📷 @belongmag,,,,
stephanie.merhi,“View life through a wide angle lens attitude” ✨,,,,
stephanie.merhi,Exploring the corners 🦕,,,,
stephanie.merhi,Your direction is more important than  your speed 🤙,,,,
stephanie.merhi,🦓,,,,
stephanie.merhi,Forever 🐟,,,,
stephanie.merhi,"Progress, not perfection 🥊",,,,
stephanie.merhi,Hey beauty blondie @katerinarotarenco 👯‍♀️,,,,
stephanie.merhi,"1, 2 or 3? 😝😗😇",,,,
stephanie.merhi,⭐,,,,
stephanie.merhi,Hair on point 🦁,,,,
stephanie.merhi,"Red lips, wine sips👅",,,,
stephanie.merhi,star for me please 🤷‍♀️,,,,
theingenue,"A green juice a day, keeps the bad vibes away 🍏 Who else likes green juices? I used to absolutely refuse to drink them, but I forced myself to drink them and now I don’t start my mornings without one 😂 ",#jokesonme,,,
theingenue,Just the essentials ✨,,,,
theingenue,"I feel like I haven’t worn a good 75% of my clothes this year, but somehow I keep buying more clothes... 🤔",,,,
theingenue,Something I haven’t been doing lately... ,#oops! Any book recommendations are welcome! 📖,,,
theingenue,Had time to snap this pic before I got @raviolitherescue’s hair on it 😅 ,#dogmomproblems,,,
theingenue,Gone are they days where summer cherries were a daily treat 🍒,,,,
theingenue,"📍CDMX 2018 🇲🇽 Who else can’t wait to travel? I miss packing, shopping duty-free and exploring cities so much! 😭✈️",,,,
theingenue,Another white shirt in my never ending collection of white shirts 🤍,,,,
theingenue,"One of the very, VERY few times I’ve worn black. Of course, I had to document it 🌝",,,,
theingenue,Hi! 👋🏻 This is your reminder that you can vote early in Virginia until Oct. 31! ,#govote,,,
theingenue,A simple truth?We’ll neverHave todayAgain...🤍D.J.,,,,
theingenue,"Ok, I miss street style photos 😫",,,,
antoinettefrances,"Collecting memories ✌🏼 Whangamata is the coolest 🙌🏼🙌🏼 Vintage cars, the most stunning surf beach and a good group of people is all you need, oh and lots of sunshine ☀️ We had it all, so thankful to be in NZ right now 🙏🏼",,,,
antoinettefrances,❤️ Friday line up with the best ❤️ Celebrating @tamsinsjoy ✨✨,,,,
antoinettefrances,Some faves ✨,,,,
antoinettefrances,Blurry but cute ❤️,,,,
antoinettefrances,Suns out ☀️,,,,
antoinettefrances,Happy Halloween 🎃🥰🎉,,,,
antoinettefrances,🌱🌸 Spring 🌷🍃,,,,
antoinettefrances,Memories 🤍,,,,
antoinettefrances,Ily 👸🏼💘 @willowgasparro,,,,
antoinettefrances,Happy birthday mon amie 🌸,,,,
antoinettefrances,💘💘💘,,,,
antoinettefrances,☕️,,,,
lisa.m.aria,In my space.,#blackandwhite##magazineshoot#portbox#ourmag#ifyouleave#ourmomentum#blogger_de#artofvisuals#thinkverylittle#blackandwhite#blackandwhitephotography#portraitmood,,,
lisa.m.aria,*ad put together for @zalando 🌞.......,#toughasyou#motherlovesyou#noisymay#kangol#fromthejump#zalando#getthelook#blackandwhite#momjeans#headwear#streetlook#ootd#blogger_de,,,
lisa.m.aria,June.....,#oftheafternoon#somewheremagazine#magazineshoot#portbox#ourmag#ifyouleave#ourmomentum#blogger_de#artofvisuals#thinkverylittle#nowherediary#blackandwhite#blackandwhitephotography#portraitmood,,,
lisa.m.aria,- for these 5 minutes. .......,#blogger_de#oftheafternoon#somewheremagazine#magazineshoot#portbox#ourmag#ifyouleave#ourmomentum#artofvisuals#thinkverylittle#nowherediary,,,
lisa.m.aria,drown your thoughts. Photo by @marcokd ......,#oftheafternoon#somewheremagazine#magazineshoot#portbox#ourmag#ifyouleave#ourmomentum#blogger_de#artofvisuals#thinkverylittle#nowherediary#blackandwhite#blackandwhitephotography#portraitmood,,,
lisa.m.aria,staying for a little while..Photo by @marcokd .........,#blogger_de#oftheafternoon#somewheremagazine#magazineshoot#portbox#ourmag#ifyouleave#ourmomentum#artofvisuals#thinkverylittle#nowherediary,,,
lisa.m.aria,heavy mindsBy @marcokd ......,#portrait #pulsefilm #somewheremagazine #blogger_de #cinematography #oftheafternoon #thinkverylittle #ifyouleave #myfeatureshoot #broadmag #phroommagazine #noicemag,,,
lisa.m.aria,When I dare..Photo by @marcokd .....,#oftheafternoon#thinkverylittle#ifyouleave#myfeatureshoot#blogger_de#portbox#broadmag#rentalmag#phroommagazine#cinematography#somewheremagazine#noicemag#lostintranslation,,,
lisa.m.aria,Alter SchinkenBy @marcokd 🦦,,,,
lisa.m.aria,Sunday is laundry day.🐥photo by @marcokd ...,#toughasyou#drmartens,,,
lisa.m.aria,"Do not forget that...there are many kinds of magic, after all.photo by @sandrajaw1",,,,
lisa.m.aria,pur pur purple. ........,#urbanoutfitters#weekday#getthelook#drmartens#drmartensstyle#zalando#blogger_de#topshop#topshopstyle#purple#toughasyou#uoonyou#topshopstyle#inweekday,,,
katia_schz,I just want to go back in time. ....,#brunnette #sunset #girl #me #bikini #sea #photooftheday #beauty #beautiful #instagood #pretty #girl #eyes #design #model #outfit #shopping #portrait #baby #instamood #me #hair #picoftheday #girl #instagramers #smile #photo #cool #beach,,,
katia_schz,🍒🍒🍒. ....,#brunnette #sunset #girl #me #bikini #sea #photooftheday #beauty #beautiful #instagood #pretty #girl #eyes #design #model #outfit #shopping #portrait #baby #instamood #me #hair #picoftheday #girl #instagramers #smile #photo #cool #adolecentcontent,,,
katia_schz,🍒🍒🍒. ....,#brunnette #sunset #girl #me #bikini #sea #photooftheday #beauty #beautiful #instagood #pretty #girl #eyes #design #model #outfit #shopping #portrait #baby #instamood #me #hair #picoftheday #girl #instagramers #smile #photo #cool #beach,,,
katia_schz,🍒🍒🍒. .....,#fitness #gym #workout #fit #fitnessmotivation,,,
katia_schz,"Si , yo era feliz 🍒🍒🍒. ....",#brunnette #sunset #girl #me #bikini #sea #photooftheday #beauty #beautiful #instagood #pretty #girl #eyes #design #model #outfit #shopping #portrait #baby #instamood #me #hair #picoftheday #girl #instagramers #smile #photo #cool #beach,,,
katia_schz,🧸. .....,#fitness #gym #workout #fit #fitnessmotivation,,,
katia_schz,🍒🍒🍒. ....,#brunnette #sunset #girl #me #bikini #sea #photooftheday #beauty #beautiful #instagood #pretty #girl #eyes #design #model #outfit #shopping #portrait #baby #instamood #me #hair #picoftheday #girl #instagramers #smile #photo #cool #beach,,,
katia_schz,🍒🍒🍒. ....,#brunnette #sunset #girl #me #bikini #sea #photooftheday #beauty #beautiful #instagood #pretty #girl #eyes #design #model #outfit #shopping #portrait #baby #instamood #me #hair #picoftheday #girl #instagramers #smile #photo #cool #beach,,,
katia_schz,Nomas de adrede la vuelvo a subir porque la borre y aun así la usaron para un perfil falso 🍒🍒🍒. ....,#brunnette #sunset #girl #me #bikini #sea #photooftheday #beauty #beautiful #instagood #pretty #girl #eyes #design #model #outfit #shopping #portrait #baby #instamood #me #hair #picoftheday #girl #instagramers #smile #photo #cool #beach,,,
katia_schz,🍒🍒🍒. ....,#fitness #gym #workout #fit #fitnessmotivation,,,
katia_schz,🍒🍒🍒. ....,#brunnette #sunset #girl #me #bikini #sea #photooftheday #beauty #beautiful #instagood #pretty #girl #eyes #design #model #outfit #shopping #portrait #baby #instamood #me #hair #picoftheday #girl #instagramers #smile #photo #cool #beach,,,
katia_schz,Necesito estar en sayulita. ....,#brunnette #sunset #girl #me #bikini #sea #photooftheday #beauty #beautiful #instagood #pretty #girl #eyes #design #model #outfit #shopping #portrait #baby #instamood #me #hair #picoftheday #girl #instagramers #smile #photo #cool #beach,,,
stylish_page_vianey,Happy Friday ladies!!! The most gorgeous tumblr I ever seen!! @ssxcustomcreations 🤤🌸... ,#ssxcustomcreations #victoriasecrets #desing #Beauty #beautybloggers #PinkLover #Pink #Glitter #Makeup #beautygirl #girlythings #girlyposts #RoomForgirls #pinkobsession #beautyinfluencers #DiscoverUnder30k #Discover_muas #makeuporganizers #PinkRoom #PinkVanity #organizers #Vanitymirror #MakeupRoom #Discover_muas #MakeupTable #GlamRoom #ShabbyChic,,,
stylish_page_vianey,Happy Pink Wednesday ladies!!! 😚 I’m so happy because I finally have the gingerbread house!! 🤩🥰 How is your day going?.. I’m making some delicious pozole!! 😋🤤 What are you gonna make for dinner?... ,#RoomByVianey #desing #Beauty #beautybloggers #PinkLover #Pink #Glitter #Makeup #beautygirl #girlythings #girlyposts #RoomForgirls #pinkobsession #beautyinfluencers #DiscoverUnder30k #Discover_muas #makeuporganizers #PinkRoom #PinkVanity #organizers #Vanitymirror #MakeupRoom #Discover_muas #MakeupTable #GlamRoom #ShabbyChic,,,
stylish_page_vianey,My girl @slmissglambeauty has the most amazing deal of the year!!! Enjoy 30% plus gifts!!! Girl don’t miss it!! Like don’t miss it!!! This set is my favorite!!! They are the perfect pink nude!! I’m such in love!! 😚🌸... ,#slmissglambeauty #slmissglam .  #slmissglambeauty #Brushes #MakeupBrushes #desing #Beauty #beautybloggers #PinkLover #Pink #Glitter #Makeup #beautygirl #girlythings #girlyposts #RoomForgirls #pinkobsession #beautyinfluencers #DiscoverUnder30k #Discover_muas #makeuporganizers #PinkRoom #PinkVanity #organizers #Vanitymirror #MakeupRoom #Discover_muas #MakeupTable #GlamRoom #ShabbyChic,,,
stylish_page_vianey,"I’m so Thankful for you to be my costumer!! For your love and support all the time! For your purchase, for your likes for everything!!! Thank you from the bottom of my heart!!! Happy Thanksgiving!! God bless you and your family!!! 🙌🏼♥️ Here is a sneak peek of my new launch!!! My new Bear bag!!! I can’t resist to show you!!! 🙈🧸 They are gonna be launching next Saturday!!! More colors are gonna be available too!!! Can’t wait!!! 🤩🥳🥳🥳🥳🧸🤎🤎🤎... ",#LovelyFlowersByVianey #NewLaunch #happythanksgivng #thankful #Bear #desing #Beauty #beautybloggers #PinkLover #Pink #Glitter #Makeup #beautygirl #girlythings #girlyposts #RoomForgirls #pinkobsession #beautyinfluencers #DiscoverUnder20k #Discover_muas #makeuporganizers #PinkRoom #PinkVanity #organizers #Vanitymirror #MakeupRoom #Discover_muas #MakeupTable #GlamRoom #ShabbyChic,,,
stylish_page_vianey,The perfect gift for Christmas!!! My girl @slmissglambeauty is launching all these beauties TOMORROW!!! Don’t miss it!!! 🤩🌸❄️... @slmissglambeauty @slmissglam .  ,#slmissglambeauty #Brushes #MakeupBrushes #desing #Beauty #beautybloggers #PinkLover #Pink #Glitter #Makeup #beautygirl #girlythings #girlyposts #RoomForgirls #pinkobsession #beautyinfluencers #DiscoverUnder10k #Discover_muas #makeuporganizers #PinkRoom #PinkVanity #organizers #Vanitymirror #MakeupRoom #Discover_muas #MakeupTable #GlamRoom #ShabbyChic,,,
stylish_page_vianey,Happy Sunday Ladies 😚❄️🌸 ... ,#StylishPageVianey #pinkoutfit #PinkCoat #desing #Beauty #beautybloggers #PinkLover #Pink #Glitter #Makeup #beautygirl #girlythings #girlyposts #RoomForgirls #pinkobsession #beautyinfluencers #DiscoverUnder30k #Discover_muas #makeuporganizers #PinkRoom #PinkVanity #organizers #Vanitymirror #MakeupRoom #Discover_muas #MakeupTable #GlamRoom #ShabbyChic,,,
stylish_page_vianey,Happy Friday ladies!! 😚🧸... ,#RoomByVianey #PinkCloset #DreamCloset #desing #Beauty #beautybloggers #PinkLover #Pink #Glitter #Makeup #beautygirl #girlythings #girlyposts #RoomForgirls #pinkobsession #beautyinfluencers #DiscoverUnder30k #Discover_muas #makeuporganizers #PinkRoom #PinkVanity #organizers #Vanitymirror #MakeupRoom #Discover_muas #MakeupTable #GlamRoom #ShabbyChic,,,
stylish_page_vianey,My Closet is finally finish and my little pink tree is up! 🤩🎄🌸🧸 Now I need to do laundry 😅🥴 Have a beautiful day ladies! ... ,#RoomByVianey #Closet #PinkTree #desing #Beauty #beautybloggers #PinkLover #Pink #Glitter #Makeup #beautygirl #girlythings #girlyposts #RoomForgirls #pinkobsession #beautyinfluencers #DiscoverUnder30k #Discover_muas #makeuporganizers #PinkRoom #PinkVanity #organizers #Vanitymirror #MakeupRoom #Discover_muas #MakeupTable #GlamRoom #ShabbyChic,,,
stylish_page_vianey,CHRISTmas arrived to my vanity!! 🤩🎅🏼🧸 Now where am I gonna do my makeup?. My vanity is full lol 😂 Don’t forget ladies! Tomorrow around 3:00 pm my Christmas bears are gonna be available for purchase!!! Limited quantities! Don’t miss it!! 🤩🧸🎅🏼❄️... ,#RoomByVianey #christmas #Gift #PinkBear #desing #Beauty #beautybloggers #PinkLover #Pink #Glitter #Makeup #beautygirl #girlythings #girlyposts #RoomForgirls #pinkobsession #beautyinfluencers #DiscoverUnder30k #Discover_muas #makeuporganizers #PinkRoom #PinkVanity #organizers #Vanitymirror #MakeupRoom #Discover_muas #MakeupTable #GlamRoom #ShabbyChic,,,
stylish_page_vianey,"Autumn leaves don’t fall, they fly. They take their time and wander on this their only chance to soar. 🍁🍂... ",#StylishPageVianey #Fall #blogger #bloggerstyle #desing #Beauty #beautybloggers #PinkLover #Pink #Glitter #Makeup #beautygirl #girlythings #girlyposts #RoomForgirls #pinkobsession #beautyinfluencers #DiscoverUnder30k #Discover_muas #makeuporganizers #PinkRoom #PinkVanity #organizers #Vanitymirror #MakeupRoom #Discover_muas #MakeupTable #GlamRoom #ShabbyChic,,,
stylish_page_vianey,"Happy Pink Wednesday ladies!! I’m in Love with this beauty!! Small, pink, and beautiful!! 😚🌸🤍🤍🤍 .... ",#RoomByVianey #PinkBag #thaniaspinkwednesday #PinkRoom #MakeupBrushes #desing #Beauty #beautybloggers #PinkLover #Pink #Glitter #Makeup #beautygirl #girlythings #girlyposts #RoomForgirls #pinkobsession #beautyinfluencers #DiscoverUnder30k #Discover_muas #makeuporganizers #PinkRoom #PinkVanity #organizers #Vanitymirror #MakeupRoom #Discover_muas #MakeupTable #GlamRoom #ShabbyChic,,,
stylish_page_vianey,"When everyone else has let you down, there’s always ted 🧸 Have a lovely night ladies! Stay safe and don’t move your eyes from your kids🍭🍬🍭🍬🧸 ... ",#StylishPageVianey #teddybear #desing #Beauty #beautybloggers #PinkLover #Pink #Glitter #Makeup #beautygirl #girlythings #girlyposts #RoomForgirls #pinkobsession #beautyinfluencers #DiscoverUnder10k #Discover_muas #makeuporganizers #PinkRoom #PinkVanity #organizers #Vanitymirror #MakeupRoom #Discover_muas #MakeupTable #GlamRoom #ShabbyChic,,,
bro0ketini,"serious question: does anyone actually enjoy watching the bachelorette this season? love Tayshia, but this selection of guys is awful 🤦🏼‍♀️linked everything via @liketoknow.it ⚡️ ",#liketkit #LTKgiftspo #LTKshoecrush #LTKstyletip http://liketk.it/33sZ8,,,
bro0ketini,Successful Monday ☕️ hope you guys are taking advantage of the gift guide highlight on my page! saved all of my gift guides + gifting ideas in one place so it’s easier to find 🥰 plus they’re  accessible on my @liketoknow.it page as always ❤️@missguided ,#babesofmissguided #missguidedbabes #missguideddress #liketoknowitstyle #ltkgiftspo #ltkgiftguide #ltkunder100 #giftguideforher #giftguides,,,
bro0ketini,"pick your favorite // look 1, 2, or 3? 🤎last chance to use my discount code for 20% off your @leglacewear new arrivals ✨✨✨ use BROOKE20 when you checkout!",,,,
bro0ketini,make it a happy Monday 🍵 🖤 @vicidolls ••,#vicidolls #vicidollscollection #vicicollab #happymondays #mondaymorningmotivation #idecoz,,,
bro0ketini,@leglacewear new arrivals dropping in 1 hour 🍾 you all ready?! 😻just a reminder my code is only valid today + tomorrow! use BROOKE20 at checkout ✨,,,,
bro0ketini,cozy as can be in @vicidolls ☁️ discount code: BROOKE20 😚 ••,#vicidolls #vicicollab #vicidollscollection #cozylook #fuzzysweater #cozyknit #winteroutfitideas #winteroutfitinspo,,,
bro0ketini,"peace, love, + Chanel ✌🏼✨🎄@liketoknow.it ",#liketkit #StayHomeWithLTK #LTKgiftspo #LTKhome http://liketk.it/338Vp,,,
bro0ketini,a cosmo a day keeps the dr away 🍸 @liketoknow.it ,#liketkit http://liketk.it/332bE #LTKunder50 #LTKunder100 #LTKstyletip #charlestonscene #charlestonstyle #shacket #plaidshirtdress #asosdesign #asosfashion,,,
bro0ketini,question of the day: would you rather have 30 degrees with snow or 30 degrees with sun & palm trees? I’m having fomo of everyone in Ohio with snow right now ❄️ instead I have a Christmas tree with fake snow that I have to sweep every 2 days 🙃 // side note is it an Ohio thing to call the vacuum the sweeper’ or is it just me??? always wondered this 🧐teddy coat & joggers are @missguided 🧸 phone case is @idecoz ❤️ {linked my whole look on @liketoknow.it} ,#liketkit #missguidedbabes #babesofmissguided #LTKgiftspo #LTKunder50 #LTKstyletip http://liketk.it/32VmI,,,
bro0ketini,"clamp, twist, pull down + release 💃🏼 once you get the hang of these curls, it’s the easiest thing ever! (takes me 10 min. & I have a ton of hair)curling iron linked in my hair highlight 💘",,,,
bro0ketini,anyone else overwhelmed after a week of overeating + shopping? (maybe some wine too) 🍷if there’s one thing I shop for every cyber Monday it’s the perfect pair of boots for fall/winter. found them early this year from @vicidolls and every single thing is 30% off 📲 {code: VICI30} these slouch boots are the perfect winter white to go with literally everything in your closet 💕 ,#vicidolls #vicicollab #vicidollscollection #cybermondaydeal #cybermonday2020,,,
bro0ketini,that’s my baby doggy 🐾🎄✨🎁🐶,,,,
kristine_janice,"first hot air balloon ride was amazing, now to convince @restaurantsavant to do paragliding 🪂😁 http://liketk.it/30D2E ",#liketkit @liketoknow.it #LTKtravel #LTKunder50 #LTKwedding #hotairballoon #hotairballoonride #sunrisehotairballoon #luxorhotairballoon #luxor #elongatedcushion #engaged #2020engagement #luxoregypt #visitluxor #visitegypt #egypttravel,,,
kristine_janice,what a sight to see in person 🤩thank you @egypt_eye_tour for the incredible trip!,#abusimbel #abusimbelegypt #abusimbeltemple #visitegypt #egypttravel #egypt2020 #vicidolls #covidtravel #drmartensoutfit,,,
kristine_janice,Abu-Simbel 🤩,#abusimbel #abusimbeltemple #abusimbelegypt #egypttravel #egypt #egypttemple #visitegypt #vicidolls,,,
kristine_janice,so many impressive sights 🤩,#philae #philaetemple #aswan #aswanegypt #egypttravel visitaswan #visitegypt #covidtravel #egypt2020 #egyptology http://liketk.it/30wSo #liketkit @liketoknow.it #LTKunder50 #LTKtravel,,,
kristine_janice,Philae Temple 🤩,,,,
kristine_janice,literally ordered this dress for curbside pickup hours before our flight and totally obsessed 🤩 the pyramids are cool too I guess 🤪http://liketk.it/30dbh ,#liketkit @liketoknow.it #LTKtravel,,,
kristine_janice,i c y m i in my subtle story yesterday 🥰 we are ,#engaged  happy 8 years @restaurantsavant 💗,,,
kristine_janice,"Thanks @switch.2pure for the perfect tan, it’s about time for my next one✨ linked up a few of my fave products from them 💖http://liketk.it/2Xby1 ",#liketkit @liketoknow.it,,,
kristine_janice,"It was v hard to refrain from getting on the car, but I followed the rules 🍦http://liketk.it/2W6oV ",#liketkit @liketoknow.it #LTKbeauty #LTKunder50 #LTKtravel,,,
kristine_janice,Just trying to master the cool girl Sara look 💯 and yes that’s her backpack 😎,,,,
kristine_janice,our thoughts on white sands: h a w t af ☀️ aria kept asking if I wanted pics without vegetation but I liked the plants 🤷🏼‍♀️ ,#benjythedood,,,
kristine_janice,❤️🤍💙 forgot my sunnies and my eyes are soo sensitive to the sun I literally can’t take a pic with my eyes open 🤦🏼‍♀️ http://liketk.it/2RMya ,#liketkit @liketoknow.it,,,
astylishcloset,"What better day, than ","#nationalchristmascardday to get those Christmas cards ordered? .The last few years, we’ve ordered our Christmas cards through @chatbooks and each year,  they turn out amazing!.Through December 31, Use code: ASTYLISHCLOSET30 to receive 30% off your order..#sponsored #chatbooks #christmascards #holidaycards",,,
astylishcloset,"This has been a crazy time for health care workers. I know it’s not a lot, but there are three Heath care professionals that I owe a huge “Thank You” to. Without them, my life would be very different. First, Dr. Thomason, my liver doctor from 2007. He saved my life! Thank You so much! I wasn’t 100% coherent all the times we talked, but you took the time to explain, run tests, and monitor me on a daily basis. Second, my kids Pediatrician, Dr. Kathy O’mara. Because of her knowledge and fast acting decisions, we were comforted when Alexis was in the hospital at 9 days old. It was also thanks to her and her keen awareness that we jumped on the ball to have Logan tested for autism at such a critical age. Third, and most recent, Dr Steve Taylor, my ENT/Surgeon. A HUGE thank you to him for realizing right away that it was my airway and not Asthma or Allergies, that was making it so I couldn’t breathe. ",#LightTheWorld,,,
astylishcloset,"The December 1st Box is one of my favorite traditions. Instead of waiting until Christmas Eve to open their Christmas Pajamas, we now give our kids their Christmas PJ’s on December 1st with a few other fun Christmas themed items. That way, they can use them all month! 🎄..",#decemberfirstbox #decemberishere #christmastraditions #christmaspajamas #december1st #christmastradition,,,
astylishcloset,"On this last day of November, I’m so grateful for a job that I love! Who would have thought that my hobby would turn into (almost) a full time job? ",#givethanks#resellerlife #ebayseller #ebayhustle,,,
astylishcloset,"Today I am so very grateful for the Carmen B. Pingree School of Autism. The school, Logan’s Pre-School Teachers, home tutors, and Carmen and John Pingree (who we had the opportunity go to dinner with) all hold a special place in my heart. They brought such understanding, love, and peace to us in a time of absolute uncertainty. I’ve always said, if I ever win the lottery, my first check will be to them, as a way to repay them for all the support and love they showed us. Logan wouldn’t be where he is today without them! ❤️",#givethanks,,,
astylishcloset,"Started a new Christmas Tradition Today! 🎄🪚🎄Bundled up, headed into the forest, and cut us down a mighty fine Christmas Tree. ..",#cuttingdownthetree #christmastree #intotheforest #allbundledup #lovethesegirls #atthecabin,,,
astylishcloset,"I’m so grateful the NBA is starting back up! There is nothing I love watching more than a Jazz Game! I’m grateful that Faves is coming back, that Mitchell AND Gobert are still here, and that they’re allowing a handful of fans!! ",#givethanks,,,
astylishcloset,I am so grateful for my family! I love that we live within 15 minutes of each other and see each other so often. I’m also so grateful for our cabin and the fun we have there. It’s always a party with these peeps! ❤️ ,#givethanks,,,
astylishcloset,I’m so grateful for sisters who are also my best friends. These two are the best!! ❤️,#givethanks,,,
astylishcloset,These three are my greatest joy! ,#givethanks,,,
astylishcloset,"I am so grateful for the opportunities I’ve had to turn dreams into realities. Ever since I was in middle school, I dreamed of being an actress. I’ve had the chance to work in film, TV, and print as a model, stand-in (for the main actress on a network TV series), background actor, and actress. I’ve lived my dream of attending NY Fashion Week, Twice. Accomplished the dream of being a fashion blogger, though not a very successful one. And for the past 20 years, I’ve had the chance to live my dream of being a mom! ❤️ ",#givethanks,,,
astylishcloset,"I’m so thankful for Win! He’s the best dad, husband, and friend. He’s the brains of our family and one of the hardest workers I’ve ever met. I’m so glad he’s stuck with me for eternity. ❤️ ",#givethanks,,,
